Person 1: (21, 109), status: IMMUNE, was infected 56 time(s).
Person 8445: (52, 45), status: IMMUNE, was infected 60 time(s).
Person 8446: (38, 40), status: IMMUNE, was infected 50 time(s).
Person 8447: (88, 8), status: INFECTED, was infected 32 time(s).
Person 8448: (81, 73), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8449: (37, 72), status: INFECTED, was infected 64 time(s).
Person 8450: (45, 0), status: IMMUNE, was infected 62 time(s).
Person 8451: (59, 0), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8452: (56, 79), status: IMMUNE, was infected 60 time(s).
Person 8453: (50, 6), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8454: (80, 29), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8455: (108, 32), status: IMMUNE, was infected 54 time(s).
Person 8456: (81, 109), status: INFECTED, was infected 56 time(s).
Person 8457: (60, 20), status: IMMUNE, was infected 57 time(s).
Person 8458: (109, 29), status: IMMUNE, was infected 56 time(s).
Person 8459: (10, 32), status: INFECTED, was infected 55 time(s).
Person 8460: (0, 80), status: IMMUNE, was infected 64 time(s).
Person 8461: (48, 52), status: IMMUNE, was infected 58 time(s).
Person 8462: (0, 91), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8463: (93, 30), status: INFECTED, was infected 55 time(s).
Person 8464: (63, 102), status: INFECTED, was infected 47 time(s).
Person 8465: (91, 51), status: INFECTED, was infected 62 time(s).
Person 8466: (26, 1), status: SUSCEPTIBLE, was infected 41 time(s).
Person 8467: (70, 109), status: INFECTED, was infected 62 time(s).
Person 8468: (8, 96), status: IMMUNE, was infected 49 time(s).
Person 8469: (108, 37), status: IMMUNE, was infected 62 time(s).
Person 8470: (14, 104), status: SUSCEPTIBLE, was infected 49 time(s).
Person 8471: (39, 30), status: INFECTED, was infected 58 time(s).
Person 8472: (19, 87), status: IMMUNE, was infected 57 time(s).
Person 8473: (0, 93), status: INFECTED, was infected 68 time(s).
Person 8474: (109, 22), status: IMMUNE, was infected 54 time(s).
Person 8475: (17, 61), status: IMMUNE, was infected 58 time(s).
Person 8476: (57, 21), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8477: (99, 8), status: INFECTED, was infected 48 time(s).
Person 8478: (63, 35), status: INFECTED, was infected 51 time(s).
Person 8479: (0, 33), status: INFECTED, was infected 60 time(s).
Person 8480: (99, 109), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8481: (92, 97), status: IMMUNE, was infected 37 time(s).
Person 8482: (52, 27), status: IMMUNE, was infected 53 time(s).
Person 8483: (109, 73), status: INFECTED, was infected 50 time(s).
Person 8484: (62, 109), status: INFECTED, was infected 48 time(s).
Person 8485: (34, 107), status: INFECTED, was infected 30 time(s).
Person 8486: (55, 71), status: INFECTED, was infected 61 time(s).
Person 8487: (94, 43), status: INFECTED, was infected 47 time(s).
Person 8488: (46, 5), status: IMMUNE, was infected 53 time(s).
Person 8489: (87, 45), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8490: (2, 22), status: SUSCEPTIBLE, was infected 36 time(s).
Person 8491: (100, 109), status: IMMUNE, was infected 43 time(s).
Person 8492: (56, 102), status: IMMUNE, was infected 52 time(s).
Person 8493: (79, 36), status: INFECTED, was infected 52 time(s).
Person 8494: (5, 55), status: IMMUNE, was infected 56 time(s).
Person 8495: (109, 4), status: INFECTED, was infected 58 time(s).
Person 8496: (71, 0), status: IMMUNE, was infected 56 time(s).
Person 8497: (65, 82), status: IMMUNE, was infected 53 time(s).
Person 8498: (51, 92), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8499: (95, 66), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8500: (0, 34), status: IMMUNE, was infected 56 time(s).
Person 8501: (30, 67), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8502: (4, 109), status: IMMUNE, was infected 61 time(s).
Person 8503: (1, 109), status: INFECTED, was infected 65 time(s).
Person 8504: (77, 108), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8505: (30, 54), status: SUSCEPTIBLE, was infected 61 time(s).
Person 8506: (49, 95), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8507: (75, 27), status: INFECTED, was infected 62 time(s).
Person 8508: (15, 72), status: INFECTED, was infected 53 time(s).
Person 8509: (64, 29), status: INFECTED, was infected 55 time(s).
Person 8510: (80, 109), status: IMMUNE, was infected 59 time(s).
Person 8511: (5, 46), status: IMMUNE, was infected 58 time(s).
Person 8512: (109, 84), status: INFECTED, was infected 61 time(s).
Person 8513: (19, 106), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8514: (53, 0), status: IMMUNE, was infected 60 time(s).
Person 8515: (78, 73), status: IMMUNE, was infected 50 time(s).
Person 8516: (78, 67), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8517: (110, 81), status: IMMUNE, was infected 52 time(s).
Person 8518: (24, 55), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8519: (108, 56), status: SUSCEPTIBLE, was infected 45 time(s).
Person 8520: (22, 7), status: INFECTED, was infected 55 time(s).
Person 8521: (109, 66), status: INFECTED, was infected 51 time(s).
Person 8522: (68, 19), status: IMMUNE, was infected 57 time(s).
Person 8523: (96, 65), status: IMMUNE, was infected 58 time(s).
Person 8524: (93, 84), status: INFECTED, was infected 63 time(s).
Person 8525: (59, 67), status: INFECTED, was infected 51 time(s).
Person 8526: (85, 33), status: IMMUNE, was infected 45 time(s).
Person 8527: (51, 23), status: IMMUNE, was infected 53 time(s).
Person 8528: (59, 0), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8529: (90, 44), status: INFECTED, was infected 61 time(s).
Person 8530: (36, 55), status: IMMUNE, was infected 58 time(s).
Person 8531: (13, 21), status: INFECTED, was infected 56 time(s).
Person 8532: (0, 67), status: INFECTED, was infected 49 time(s).
Person 8533: (108, 61), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8534: (54, 42), status: IMMUNE, was infected 60 time(s).
Person 8535: (70, 101), status: SUSCEPTIBLE, was infected 42 time(s).
Person 8536: (47, 0), status: IMMUNE, was infected 58 time(s).
Person 8537: (53, 39), status: INFECTED, was infected 58 time(s).
Person 8538: (63, 70), status: INFECTED, was infected 62 time(s).
Person 8539: (38, 90), status: IMMUNE, was infected 46 time(s).
Person 8540: (15, 45), status: INFECTED, was infected 51 time(s).
Person 8541: (98, 109), status: IMMUNE, was infected 56 time(s).
Person 8542: (0, 43), status: IMMUNE, was infected 55 time(s).
Person 8543: (0, 17), status: INFECTED, was infected 51 time(s).
Person 8544: (7, 109), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8545: (25, 31), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8546: (109, 4), status: INFECTED, was infected 55 time(s).
Person 8547: (58, 109), status: INFECTED, was infected 54 time(s).
Person 8548: (14, 52), status: SUSCEPTIBLE, was infected 44 time(s).
Person 8549: (65, 57), status: SUSCEPTIBLE, was infected 49 time(s).
Person 8550: (109, 59), status: IMMUNE, was infected 54 time(s).
Person 8551: (21, 48), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8552: (34, 54), status: SUSCEPTIBLE, was infected 43 time(s).
Person 8553: (62, 41), status: INFECTED, was infected 55 time(s).
Person 8554: (7, 1), status: INFECTED, was infected 57 time(s).
Person 8555: (109, 53), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8556: (70, 104), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8557: (52, 37), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8558: (94, 42), status: INFECTED, was infected 45 time(s).
Person 8559: (33, 102), status: IMMUNE, was infected 54 time(s).
Person 8560: (45, 12), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8561: (85, 62), status: IMMUNE, was infected 53 time(s).
Person 8562: (15, 62), status: INFECTED, was infected 48 time(s).
Person 8563: (92, 29), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8564: (7, 33), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8565: (101, 0), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8566: (103, 9), status: SUSCEPTIBLE, was infected 31 time(s).
Person 8567: (67, 83), status: INFECTED, was infected 49 time(s).
Person 8568: (97, 25), status: SUSCEPTIBLE, was infected 35 time(s).
Person 8569: (24, 86), status: INFECTED, was infected 53 time(s).
Person 8570: (10, 109), status: IMMUNE, was infected 53 time(s).
Person 8571: (109, 14), status: IMMUNE, was infected 50 time(s).
Person 8572: (4, 43), status: INFECTED, was infected 58 time(s).
Person 8573: (19, 89), status: IMMUNE, was infected 59 time(s).
Person 8574: (74, 8), status: IMMUNE, was infected 32 time(s).
Person 8575: (27, 109), status: IMMUNE, was infected 54 time(s).
Person 8576: (7, 109), status: IMMUNE, was infected 61 time(s).
Person 8577: (1, 63), status: IMMUNE, was infected 46 time(s).
Person 8578: (39, 25), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8579: (4, 40), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8580: (88, 61), status: IMMUNE, was infected 49 time(s).
Person 8581: (88, 102), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8582: (75, 30), status: INFECTED, was infected 60 time(s).
Person 8583: (35, 83), status: INFECTED, was infected 56 time(s).
Person 8584: (60, 19), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8585: (65, 48), status: SUSCEPTIBLE, was infected 49 time(s).
Person 8586: (84, 0), status: SUSCEPTIBLE, was infected 62 time(s).
Person 8587: (36, 75), status: IMMUNE, was infected 51 time(s).
Person 8588: (90, 39), status: IMMUNE, was infected 57 time(s).
Person 8589: (30, 66), status: IMMUNE, was infected 55 time(s).
Person 8590: (100, 60), status: IMMUNE, was infected 51 time(s).
Person 8591: (52, 96), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8592: (33, 0), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8593: (99, 0), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8594: (0, 36), status: INFECTED, was infected 51 time(s).
Person 8595: (0, 48), status: INFECTED, was infected 57 time(s).
Person 8596: (52, 108), status: INFECTED, was infected 53 time(s).
Person 8597: (70, 13), status: INFECTED, was infected 50 time(s).
Person 8598: (52, 109), status: IMMUNE, was infected 57 time(s).
Person 8599: (108, 53), status: INFECTED, was infected 58 time(s).
Person 8600: (13, 82), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8601: (15, 70), status: INFECTED, was infected 50 time(s).
Person 8602: (11, 32), status: INFECTED, was infected 51 time(s).
Person 8603: (38, 19), status: SUSCEPTIBLE, was infected 45 time(s).
Person 8604: (60, 76), status: IMMUNE, was infected 57 time(s).
Person 8605: (66, 72), status: INFECTED, was infected 54 time(s).
Person 8606: (58, 98), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8607: (29, 105), status: IMMUNE, was infected 52 time(s).
Person 8608: (1, 102), status: INFECTED, was infected 57 time(s).
Person 8609: (55, 102), status: INFECTED, was infected 58 time(s).
Person 8610: (83, 7), status: SUSCEPTIBLE, was infected 44 time(s).
Person 8611: (0, 80), status: IMMUNE, was infected 63 time(s).
Person 8612: (100, 1), status: INFECTED, was infected 45 time(s).
Person 8613: (58, 54), status: INFECTED, was infected 59 time(s).
Person 8614: (49, 51), status: IMMUNE, was infected 63 time(s).
Person 8615: (37, 65), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8616: (44, 59), status: INFECTED, was infected 57 time(s).
Person 8617: (99, 101), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8618: (63, 94), status: IMMUNE, was infected 48 time(s).
Person 8619: (96, 71), status: INFECTED, was infected 43 time(s).
Person 8620: (17, 59), status: SUSCEPTIBLE, was infected 41 time(s).
Person 8621: (85, 31), status: INFECTED, was infected 43 time(s).
Person 8622: (84, 21), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8623: (46, 91), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8624: (0, 70), status: INFECTED, was infected 58 time(s).
Person 8625: (107, 9), status: INFECTED, was infected 36 time(s).
Person 8626: (65, 66), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8627: (33, 23), status: INFECTED, was infected 58 time(s).
Person 8628: (46, 96), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8629: (70, 68), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8630: (87, 75), status: INFECTED, was infected 53 time(s).
Person 8631: (82, 55), status: INFECTED, was infected 60 time(s).
Person 8632: (74, 13), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8633: (71, 20), status: SUSCEPTIBLE, was infected 35 time(s).
Person 8634: (37, 75), status: IMMUNE, was infected 55 time(s).
Person 8635: (84, 0), status: INFECTED, was infected 64 time(s).
Person 8636: (62, 0), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8637: (109, 105), status: INFECTED, was infected 61 time(s).
Person 8638: (59, 16), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8639: (41, 55), status: IMMUNE, was infected 60 time(s).
Person 8640: (11, 60), status: SUSCEPTIBLE, was infected 34 time(s).
Person 8641: (32, 38), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8642: (105, 83), status: INFECTED, was infected 46 time(s).
Person 8643: (41, 3), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8644: (34, 20), status: INFECTED, was infected 51 time(s).
Person 8645: (0, 99), status: IMMUNE, was infected 57 time(s).
Person 8646: (36, 99), status: INFECTED, was infected 59 time(s).
Person 8647: (59, 92), status: INFECTED, was infected 56 time(s).
Person 8648: (98, 109), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8649: (64, 76), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8650: (109, 85), status: IMMUNE, was infected 57 time(s).
Person 8651: (54, 109), status: SUSCEPTIBLE, was infected 61 time(s).
Person 8652: (67, 49), status: IMMUNE, was infected 55 time(s).
Person 8653: (57, 63), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8654: (81, 76), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8655: (41, 31), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8656: (0, 72), status: INFECTED, was infected 57 time(s).
Person 8657: (104, 37), status: IMMUNE, was infected 59 time(s).
Person 8658: (3, 53), status: SUSCEPTIBLE, was infected 41 time(s).
Person 8659: (51, 0), status: IMMUNE, was infected 53 time(s).
Person 8660: (83, 105), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8661: (63, 33), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8662: (46, 109), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8663: (82, 13), status: IMMUNE, was infected 54 time(s).
Person 8664: (84, 93), status: IMMUNE, was infected 60 time(s).
Person 8665: (56, 60), status: IMMUNE, was infected 54 time(s).
Person 8666: (107, 16), status: IMMUNE, was infected 42 time(s).
Person 8667: (11, 19), status: IMMUNE, was infected 51 time(s).
Person 8668: (32, 61), status: INFECTED, was infected 54 time(s).
Person 8669: (105, 64), status: IMMUNE, was infected 55 time(s).
Person 8670: (105, 52), status: INFECTED, was infected 57 time(s).
Person 8671: (99, 48), status: INFECTED, was infected 48 time(s).
Person 8672: (21, 105), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8673: (80, 90), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8674: (81, 105), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8675: (57, 102), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8676: (17, 4), status: INFECTED, was infected 56 time(s).
Person 8677: (65, 79), status: SUSCEPTIBLE, was infected 49 time(s).
Person 8678: (72, 109), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8679: (16, 54), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8680: (58, 66), status: IMMUNE, was infected 49 time(s).
Person 8681: (43, 44), status: IMMUNE, was infected 62 time(s).
Person 8682: (48, 74), status: IMMUNE, was infected 51 time(s).
Person 8683: (22, 108), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8684: (104, 74), status: IMMUNE, was infected 39 time(s).
Person 8685: (59, 48), status: INFECTED, was infected 56 time(s).
Person 8686: (12, 5), status: INFECTED, was infected 34 time(s).
Person 8687: (93, 0), status: INFECTED, was infected 68 time(s).
Person 8688: (100, 14), status: IMMUNE, was infected 52 time(s).
Person 8689: (19, 65), status: IMMUNE, was infected 52 time(s).
Person 8690: (67, 92), status: INFECTED, was infected 62 time(s).
Person 8691: (0, 83), status: IMMUNE, was infected 47 time(s).
Person 8692: (13, 15), status: INFECTED, was infected 56 time(s).
Person 8693: (56, 106), status: SUSCEPTIBLE, was infected 41 time(s).
Person 8694: (25, 45), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8695: (80, 21), status: INFECTED, was infected 55 time(s).
Person 8696: (42, 17), status: INFECTED, was infected 60 time(s).
Person 8697: (43, 96), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8698: (26, 49), status: INFECTED, was infected 46 time(s).
Person 8699: (98, 21), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8700: (80, 67), status: IMMUNE, was infected 58 time(s).
Person 8701: (49, 54), status: IMMUNE, was infected 53 time(s).
Person 8702: (55, 35), status: INFECTED, was infected 63 time(s).
Person 8703: (26, 64), status: INFECTED, was infected 35 time(s).
Person 8704: (109, 46), status: INFECTED, was infected 53 time(s).
Person 8705: (24, 0), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8706: (57, 109), status: SUSCEPTIBLE, was infected 53 time(s).
